Hospital,Date,KPI,Value,Metric
Tallaght University Hospital,2022-10-01,# > 24 Hours,702,All
Tallaght University Hospital,2022-11-01,% Within 6 Hours,0.283,All
Tallaght University Hospital,2022-11-01,% Within 9 Hours,0.421,All
Tallaght University Hospital,2022-11-01,% Within 24 Hours,0.828,All
Tallaght University Hospital,2022-11-01,# > 24 Hours,733,All
Tallaght University Hospital,2022-12-01,% Within 6 Hours,0.304,All
Tallaght University Hospital,2022-12-01,% Within 9 Hours,0.445,All
Tallaght University Hospital,2022-12-01,% Within 24 Hours,0.851,All
Tallaght University Hospital,2022-12-01,# > 24 Hours,617,All
Tallaght University Hospital,2023-01-01,% Within 6 Hours,0.323,All
Tallaght University Hospital,2023-01-01,% Within 9 Hours,0.479,All
Tallaght University Hospital,2023-01-01,% Within 24 Hours,0.852,All
Tallaght University Hospital,2023-01-01,# > 24 Hours,604,All
Tallaght University Hospital,2023-02-01,% Within 6 Hours,0.331,All
Tallaght University Hospital,2023-02-01,% Within 9 Hours,0.484,All
Tallaght University Hospital,2023-02-01,% Within 24 Hours,0.864,All
Tallaght University Hospital,2023-02-01,# > 24 Hours,545,All
Tallaght University Hospital,2023-03-01,% Within 6 Hours,0.337,All
Tallaght University Hospital,2023-03-01,% Within 9 Hours,0.486,All
Tallaght University Hospital,2023-03-01,% Within 24 Hours,0.859,All
Tallaght University Hospital,2023-03-01,# > 24 Hours,655,All
Tallaght University Hospital,2023-04-01,% Within 6 Hours,0.357,All
Tallaght University Hospital,2023-04-01,% Within 9 Hours,0.517,All
Tallaght University Hospital,2023-04-01,% Within 24 Hours,0.867,All
Tallaght University Hospital,2023-04-01,# > 24 Hours,567,All
Tallaght University Hospital,2023-05-01,% Within 6 Hours,0.371,All
Tallaght University Hospital,2023-05-01,% Within 9 Hours,0.522,All
Tallaght University Hospital,2023-05-01,% Within 24 Hours,0.87,All
Tallaght University Hospital,2023-05-01,# > 24 Hours,637,All
Tallaght University Hospital,2023-06-01,% Within 6 Hours,0.38,All
Tallaght University Hospital,2023-06-01,% Within 9 Hours,0.515,All
Tallaght University Hospital,2023-06-01,% Within 24 Hours,0.895,All
Tallaght University Hospital,2023-06-01,# > 24 Hours,494,All
Tallaght University Hospital,2023-07-01,% Within 6 Hours,0.356,All
Tallaght University Hospital,2023-07-01,% Within 9 Hours,0.519,All
Tallaght University Hospital,2023-07-01,% Within 24 Hours,0.899,All
Tallaght University Hospital,2023-07-01,# > 24 Hours,483,All
Tallaght University Hospital,2023-08-01,% Within 6 Hours,0.391,All
Tallaght University Hospital,2023-08-01,% Within 9 Hours,0.556,All
Tallaght University Hospital,2023-08-01,% Within 24 Hours,0.934,All
Tallaght University Hospital,2023-08-01,# > 24 Hours,310,All
Tallaght University Hospital,2023-09-01,% Within 6 Hours,0.383,All
Tallaght University Hospital,2023-09-01,% Within 9 Hours,0.523,All
Tallaght University Hospital,2023-09-01,% Within 24 Hours,0.898,All
Tallaght University Hospital,2023-09-01,# > 24 Hours,497,All
Mater Misericordiae University Hospital,2022-01-01,% Within 6 Hours,0.667,All
Mater Misericordiae University Hospital,2022-01-01,% Within 9 Hours,0.785,All
Mater Misericordiae University Hospital,2022-01-01,% Within 24 Hours,0.953,All
Mater Misericordiae University Hospital,2022-01-01,# > 24 Hours,341,All
Mater Misericordiae University Hospital,2022-02-01,% Within 6 Hours,0.655,All
Mater Misericordiae University Hospital,2022-02-01,% Within 9 Hours,0.754,All
Mater Misericordiae University Hospital,2022-02-01,% Within 24 Hours,0.94,All
Mater Misericordiae University Hospital,2022-02-01,# > 24 Hours,462,All
Mater Misericordiae University Hospital,2022-03-01,% Within 6 Hours,0.651,All
Mater Misericordiae University Hospital,2022-03-01,% Within 9 Hours,0.756,All
Mater Misericordiae University Hospital,2022-03-01,% Within 24 Hours,0.944,All
Mater Misericordiae University Hospital,2022-03-01,# > 24 Hours,478,All
Mater Misericordiae University Hospital,2022-04-01,% Within 6 Hours,0.676,All
Mater Misericordiae University Hospital,2022-04-01,% Within 9 Hours,0.79,All
Mater Misericordiae University Hospital,2022-04-01,% Within 24 Hours,0.976,All
Mater Misericordiae University Hospital,2022-04-01,# > 24 Hours,190,All
Mater Misericordiae University Hospital,2022-05-01,% Within 6 Hours,0.669,All
Mater Misericordiae University Hospital,2022-05-01,% Within 9 Hours,0.773,All
Mater Misericordiae University Hospital,2022-05-01,% Within 24 Hours,0.969,All
Mater Misericordiae University Hospital,2022-05-01,# > 24 Hours,272,All
Mater Misericordiae University Hospital,2022-06-01,% Within 6 Hours,0.651,All
Mater Misericordiae University Hospital,2022-06-01,% Within 9 Hours,0.755,All
Mater Misericordiae University Hospital,2022-06-01,% Within 24 Hours,0.943,All
Mater Misericordiae University Hospital,2022-06-01,# > 24 Hours,474,All
Mater Misericordiae University Hospital,2022-07-01,% Within 6 Hours,0.651,All
Mater Misericordiae University Hospital,2022-07-01,% Within 9 Hours,0.759,All
Mater Misericordiae University Hospital,2022-07-01,% Within 24 Hours,0.957,All
Mater Misericordiae University Hospital,2022-07-01,# > 24 Hours,365,All
Mater Misericordiae University Hospital,2022-08-01,% Within 6 Hours,0.662,All
Mater Misericordiae University Hospital,2022-08-01,% Within 9 Hours,0.769,All
Mater Misericordiae University Hospital,2022-08-01,% Within 24 Hours,0.951,All
Mater Misericordiae University Hospital,2022-08-01,# > 24 Hours,420,All
Mater Misericordiae University Hospital,2022-09-01,% Within 6 Hours,0.649,All
Mater Misericordiae University Hospital,2022-09-01,% Within 9 Hours,0.761,All
Mater Misericordiae University Hospital,2022-09-01,% Within 24 Hours,0.961,All
Mater Misericordiae University Hospital,2022-09-01,# > 24 Hours,327,All
Mater Misericordiae University Hospital,2022-10-01,% Within 6 Hours,0.633,All
Mater Misericordiae University Hospital,2022-10-01,% Within 9 Hours,0.74,All
Mater Misericordiae University Hospital,2022-10-01,% Within 24 Hours,0.933,All
Mater Misericordiae University Hospital,2022-10-01,# > 24 Hours,556,All
Mater Misericordiae University Hospital,2022-11-01,% Within 6 Hours,0.635,All
Mater Misericordiae University Hospital,2022-11-01,% Within 9 Hours,0.737,All
Mater Misericordiae University Hospital,2022-11-01,% Within 24 Hours,0.942,All
Mater Misericordiae University Hospital,2022-11-01,# > 24 Hours,483,All
Mater Misericordiae University Hospital,2022-12-01,% Within 6 Hours,0.581,All
Mater Misericordiae University Hospital,2022-12-01,% Within 9 Hours,0.688,All
Mater Misericordiae University Hospital,2022-12-01,% Within 24 Hours,0.934,All
Mater Misericordiae University Hospital,2022-12-01,# > 24 Hours,497,All
Mater Misericordiae University Hospital,2023-01-01,% Within 6 Hours,0.62,All
Mater Misericordiae University Hospital,2023-01-01,% Within 9 Hours,0.728,All
Mater Misericordiae University Hospital,2023-01-01,% Within 24 Hours,0.936,All
Mater Misericordiae University Hospital,2023-01-01,# > 24 Hours,487,All
Mater Misericordiae University Hospital,2023-02-01,% Within 6 Hours,0.587,All
Mater Misericordiae University Hospital,2023-02-01,% Within 9 Hours,0.694,All
Mater Misericordiae University Hospital,2023-02-01,% Within 24 Hours,0.928,All
Mater Misericordiae University Hospital,2023-02-01,# > 24 Hours,529,All
Mater Misericordiae University Hospital,2023-03-01,% Within 6 Hours,0.583,All
Mater Misericordiae University Hospital,2023-03-01,% Within 9 Hours,0.698,All
Mater Misericordiae University Hospital,2023-03-01,% Within 24 Hours,0.925,All
Mater Misericordiae University Hospital,2023-03-01,# > 24 Hours,621,All
Mater Misericordiae University Hospital,2023-04-01,% Within 6 Hours,0.573,All
Mater Misericordiae University Hospital,2023-04-01,% Within 9 Hours,0.691,All
Mater Misericordiae University Hospital,2023-04-01,% Within 24 Hours,0.935,All
Mater Misericordiae University Hospital,2023-04-01,# > 24 Hours,508,All
Mater Misericordiae University Hospital,2023-05-01,% Within 6 Hours,0.605,All
Mater Misericordiae University Hospital,2023-05-01,% Within 9 Hours,0.714,All
Mater Misericordiae University Hospital,2023-05-01,% Within 24 Hours,0.931,All
Mater Misericordiae University Hospital,2023-05-01,# > 24 Hours,599,All
Mater Misericordiae University Hospital,2023-06-01,% Within 6 Hours,0.637,All
Mater Misericordiae University Hospital,2023-06-01,% Within 9 Hours,0.764,All
Mater Misericordiae University Hospital,2023-06-01,% Within 24 Hours,0.983,All
Mater Misericordiae University Hospital,2023-06-01,# > 24 Hours,141,All
Mater Misericordiae University Hospital,2023-07-01,% Within 6 Hours,0.606,All
Mater Misericordiae University Hospital,2023-07-01,% Within 9 Hours,0.741,All
Mater Misericordiae University Hospital,2023-07-01,% Within 24 Hours,0.973,All
Mater Misericordiae University Hospital,2023-07-01,# > 24 Hours,222,All
Mater Misericordiae University Hospital,2023-08-01,% Within 6 Hours,0.593,All
Mater Misericordiae University Hospital,2023-08-01,% Within 9 Hours,0.722,All
Mater Misericordiae University Hospital,2023-08-01,% Within 24 Hours,0.955,All
Mater Misericordiae University Hospital,2023-08-01,# > 24 Hours,371,All
Mater Misericordiae University Hospital,2023-09-01,% Within 6 Hours,0.595,All
Mater Misericordiae University Hospital,2023-09-01,% Within 9 Hours,0.714,All
Mater Misericordiae University Hospital,2023-09-01,% Within 24 Hours,0.947,All
Mater Misericordiae University Hospital,2023-09-01,# > 24 Hours,421,All
MRH Mullingar,2022-01-01,% Within 6 Hours,0.609,All
MRH Mullingar,2022-01-01,% Within 9 Hours,0.767,All
MRH Mullingar,2022-01-01,% Within 24 Hours,0.943,All
MRH Mullingar,2022-01-01,# > 24 Hours,181,All
MRH Mullingar,2022-02-01,% Within 6 Hours,0.572,All
MRH Mullingar,2022-02-01,% Within 9 Hours,0.751,All
MRH Mullingar,2022-02-01,% Within 24 Hours,0.947,All
MRH Mullingar,2022-02-01,# > 24 Hours,164,All
MRH Mullingar,2022-03-01,% Within 6 Hours,0.588,All
MRH Mullingar,2022-03-01,% Within 9 Hours,0.774,All
MRH Mullingar,2022-03-01,% Within 24 Hours,0.954,All
MRH Mullingar,2022-03-01,# > 24 Hours,167,All
MRH Mullingar,2022-04-01,% Within 6 Hours,0.587,All
MRH Mullingar,2022-04-01,% Within 9 Hours,0.775,All
MRH Mullingar,2022-04-01,% Within 24 Hours,0.96,All
MRH Mullingar,2022-04-01,# > 24 Hours,133,All
MRH Mullingar,2022-05-01,% Within 6 Hours,0.612,All
MRH Mullingar,2022-05-01,% Within 9 Hours,0.77,All
MRH Mullingar,2022-05-01,% Within 24 Hours,0.96,All
MRH Mullingar,2022-05-01,# > 24 Hours,149,All
MRH Mullingar,2022-06-01,% Within 6 Hours,0.583,All
MRH Mullingar,2022-06-01,% Within 9 Hours,0.751,All
MRH Mullingar,2022-06-01,% Within 24 Hours,0.954,All
MRH Mullingar,2022-06-01,# > 24 Hours,160,All
MRH Mullingar,2022-07-01,% Within 6 Hours,0.584,All
MRH Mullingar,2022-07-01,% Within 9 Hours,0.757,All
MRH Mullingar,2022-07-01,% Within 24 Hours,0.961,All
MRH Mullingar,2022-07-01,# > 24 Hours,125,All
MRH Mullingar,2022-08-01,% Within 6 Hours,0.584,All
MRH Mullingar,2022-08-01,% Within 9 Hours,0.741,All
MRH Mullingar,2022-08-01,% Within 24 Hours,0.959,All
MRH Mullingar,2022-08-01,# > 24 Hours,136,All
MRH Mullingar,2022-09-01,% Within 6 Hours,0.583,All
MRH Mullingar,2022-09-01,% Within 9 Hours,0.75,All
MRH Mullingar,2022-09-01,% Within 24 Hours,0.95,All
MRH Mullingar,2022-09-01,# > 24 Hours,163,All
MRH Mullingar,2022-10-01,% Within 6 Hours,0.589,All
MRH Mullingar,2022-10-01,% Within 9 Hours,0.757,All
MRH Mullingar,2022-10-01,% Within 24 Hours,0.965,All
MRH Mullingar,2022-10-01,# > 24 Hours,131,All
MRH Mullingar,2022-11-01,% Within 6 Hours,0.592,All
MRH Mullingar,2022-11-01,% Within 9 Hours,0.767,All
MRH Mullingar,2022-11-01,% Within 24 Hours,0.964,All
MRH Mullingar,2022-11-01,# > 24 Hours,138,All
MRH Mullingar,2022-12-01,% Within 6 Hours,0.553,All
MRH Mullingar,2022-12-01,% Within 9 Hours,0.74,All
MRH Mullingar,2022-12-01,% Within 24 Hours,0.948,All
MRH Mullingar,2022-12-01,# > 24 Hours,222,All
MRH Mullingar,2023-01-01,% Within 6 Hours,0.602,All
MRH Mullingar,2023-01-01,% Within 9 Hours,0.772,All
MRH Mullingar,2023-01-01,% Within 24 Hours,0.967,All
MRH Mullingar,2023-01-01,# > 24 Hours,119,All
MRH Mullingar,2023-02-01,% Within 6 Hours,0.613,All
MRH Mullingar,2023-02-01,% Within 9 Hours,0.775,All
MRH Mullingar,2023-02-01,% Within 24 Hours,0.97,All
MRH Mullingar,2023-02-01,# > 24 Hours,109,All
MRH Mullingar,2023-03-01,% Within 6 Hours,0.606,All
MRH Mullingar,2023-03-01,% Within 9 Hours,0.786,All
MRH Mullingar,2023-03-01,% Within 24 Hours,0.97,All
MRH Mullingar,2023-03-01,# > 24 Hours,118,All
MRH Mullingar,2023-04-01,% Within 6 Hours,0.573,All
MRH Mullingar,2023-04-01,% Within 9 Hours,0.754,All
MRH Mullingar,2023-04-01,% Within 24 Hours,0.976,All
MRH Mullingar,2023-04-01,# > 24 Hours,85,All
MRH Mullingar,2023-05-01,% Within 6 Hours,0.612,All
MRH Mullingar,2023-05-01,% Within 9 Hours,0.798,All
MRH Mullingar,2023-05-01,% Within 24 Hours,0.974,All
MRH Mullingar,2023-05-01,# > 24 Hours,97,All
MRH Mullingar,2023-06-01,% Within 6 Hours,0.602,All
MRH Mullingar,2023-06-01,% Within 9 Hours,0.815,All
MRH Mullingar,2023-06-01,% Within 24 Hours,0.99,All
MRH Mullingar,2023-06-01,# > 24 Hours,36,All
MRH Mullingar,2023-07-01,% Within 6 Hours,0.597,All
MRH Mullingar,2023-07-01,% Within 9 Hours,0.783,All
MRH Mullingar,2023-07-01,% Within 24 Hours,0.97,All
MRH Mullingar,2023-07-01,# > 24 Hours,97,All
MRH Mullingar,2023-08-01,% Within 6 Hours,0.579,All
MRH Mullingar,2023-08-01,% Within 9 Hours,0.773,All
MRH Mullingar,2023-08-01,% Within 24 Hours,0.979,All
MRH Mullingar,2023-08-01,# > 24 Hours,74,All
MRH Mullingar,2023-09-01,% Within 6 Hours,0.577,All
MRH Mullingar,2023-09-01,% Within 9 Hours,0.769,All
MRH Mullingar,2023-09-01,% Within 24 Hours,0.962,All
MRH Mullingar,2023-09-01,# > 24 Hours,130,All
Our Lady's Hospital Navan,2022-01-01,% Within 6 Hours,0.711,All
Our Lady's Hospital Navan,2022-01-01,% Within 9 Hours,0.871,All
Our Lady's Hospital Navan,2022-01-01,% Within 24 Hours,0.993,All
Our Lady's Hospital Navan,2022-01-01,# > 24 Hours,15,All
Our Lady's Hospital Navan,2022-02-01,% Within 6 Hours,0.681,All
Our Lady's Hospital Navan,2022-02-01,% Within 9 Hours,0.84,All
Our Lady's Hospital Navan,2022-02-01,% Within 24 Hours,0.979,All
Our Lady's Hospital Navan,2022-02-01,# > 24 Hours,39,All
Our Lady's Hospital Navan,2022-03-01,% Within 6 Hours,0.674,All
Our Lady's Hospital Navan,2022-03-01,% Within 9 Hours,0.84,All
Our Lady's Hospital Navan,2022-03-01,% Within 24 Hours,0.98,All
Our Lady's Hospital Navan,2022-03-01,# > 24 Hours,46,All
Our Lady's Hospital Navan,2022-04-01,% Within 6 Hours,0.71,All
Our Lady's Hospital Navan,2022-04-01,% Within 9 Hours,0.875,All
Our Lady's Hospital Navan,2022-04-01,% Within 24 Hours,0.991,All
Our Lady's Hospital Navan,2022-04-01,# > 24 Hours,20,All
Our Lady's Hospital Navan,2022-05-01,% Within 6 Hours,0.708,All
Our Lady's Hospital Navan,2022-05-01,% Within 9 Hours,0.85,All
Our Lady's Hospital Navan,2022-05-01,% Within 24 Hours,0.983,All
Our Lady's Hospital Navan,2022-05-01,# > 24 Hours,39,All
Our Lady's Hospital Navan,2022-06-01,% Within 6 Hours,0.711,All
Our Lady's Hospital Navan,2022-06-01,% Within 9 Hours,0.866,All
Our Lady's Hospital Navan,2022-06-01,% Within 24 Hours,0.992,All
Our Lady's Hospital Navan,2022-06-01,# > 24 Hours,17,All
Our Lady's Hospital Navan,2022-07-01,% Within 6 Hours,0.711,All
Our Lady's Hospital Navan,2022-07-01,% Within 9 Hours,0.853,All
Our Lady's Hospital Navan,2022-07-01,% Within 24 Hours,0.992,All
Our Lady's Hospital Navan,2022-07-01,# > 24 Hours,16,All
Our Lady's Hospital Navan,2022-08-01,% Within 6 Hours,0.68,All
Our Lady's Hospital Navan,2022-08-01,% Within 9 Hours,0.835,All
Our Lady's Hospital Navan,2022-08-01,% Within 24 Hours,0.98,All
Our Lady's Hospital Navan,2022-08-01,# > 24 Hours,43,All
Our Lady's Hospital Navan,2022-09-01,% Within 6 Hours,0.653,All
Our Lady's Hospital Navan,2022-09-01,% Within 9 Hours,0.788,All
Our Lady's Hospital Navan,2022-09-01,% Within 24 Hours,0.972,All
Our Lady's Hospital Navan,2022-09-01,# > 24 Hours,56,All
Our Lady's Hospital Navan,2022-10-01,% Within 6 Hours,0.614,All
Our Lady's Hospital Navan,2022-10-01,% Within 9 Hours,0.79,All
Our Lady's Hospital Navan,2022-10-01,% Within 24 Hours,0.976,All
Our Lady's Hospital Navan,2022-10-01,# > 24 Hours,49,All
Our Lady's Hospital Navan,2022-11-01,% Within 6 Hours,0.592,All
Our Lady's Hospital Navan,2022-11-01,% Within 9 Hours,0.756,All
Our Lady's Hospital Navan,2022-11-01,% Within 24 Hours,0.969,All
Our Lady's Hospital Navan,2022-11-01,# > 24 Hours,64,All
Our Lady's Hospital Navan,2022-12-01,% Within 6 Hours,0.638,All
Our Lady's Hospital Navan,2022-12-01,% Within 9 Hours,0.782,All
Our Lady's Hospital Navan,2022-12-01,% Within 24 Hours,0.973,All
Our Lady's Hospital Navan,2022-12-01,# > 24 Hours,53,All
Our Lady's Hospital Navan,2023-01-01,% Within 6 Hours,0.667,All
Our Lady's Hospital Navan,2023-01-01,% Within 9 Hours,0.8,All
Our Lady's Hospital Navan,2023-01-01,% Within 24 Hours,0.969,All
Our Lady's Hospital Navan,2023-01-01,# > 24 Hours,56,All
Our Lady's Hospital Navan,2023-02-01,% Within 6 Hours,0.663,All
Our Lady's Hospital Navan,2023-02-01,% Within 9 Hours,0.804,All
Our Lady's Hospital Navan,2023-02-01,% Within 24 Hours,0.983,All
Our Lady's Hospital Navan,2023-02-01,# > 24 Hours,30,All
Our Lady's Hospital Navan,2023-03-01,% Within 6 Hours,0.646,All
Our Lady's Hospital Navan,2023-03-01,% Within 9 Hours,0.82,All
Our Lady's Hospital Navan,2023-03-01,% Within 24 Hours,0.986,All
Our Lady's Hospital Navan,2023-03-01,# > 24 Hours,28,All
Our Lady's Hospital Navan,2023-04-01,% Within 6 Hours,0.679,All
Our Lady's Hospital Navan,2023-04-01,% Within 9 Hours,0.816,All
Our Lady's Hospital Navan,2023-04-01,% Within 24 Hours,0.991,All
Our Lady's Hospital Navan,2023-04-01,# > 24 Hours,18,All
Our Lady's Hospital Navan,2023-05-01,% Within 6 Hours,0.662,All
Our Lady's Hospital Navan,2023-05-01,% Within 9 Hours,0.811,All
Our Lady's Hospital Navan,2023-05-01,% Within 24 Hours,0.987,All
Our Lady's Hospital Navan,2023-05-01,# > 24 Hours,30,All
Our Lady's Hospital Navan,2023-06-01,% Within 6 Hours,0.72,All
Our Lady's Hospital Navan,2023-06-01,% Within 9 Hours,0.878,All
Our Lady's Hospital Navan,2023-06-01,% Within 24 Hours,0.992,All
Our Lady's Hospital Navan,2023-06-01,# > 24 Hours,18,All
Our Lady's Hospital Navan,2023-07-01,% Within 6 Hours,0.703,All
Our Lady's Hospital Navan,2023-07-01,% Within 9 Hours,0.872,All
Our Lady's Hospital Navan,2023-07-01,% Within 24 Hours,0.989,All
Our Lady's Hospital Navan,2023-07-01,# > 24 Hours,22,All
Our Lady's Hospital Navan,2023-08-01,% Within 6 Hours,0.658,All
Our Lady's Hospital Navan,2023-08-01,% Within 9 Hours,0.829,All
Our Lady's Hospital Navan,2023-08-01,% Within 24 Hours,0.99,All
Our Lady's Hospital Navan,2023-08-01,# > 24 Hours,22,All
Our Lady's Hospital Navan,2023-09-01,% Within 6 Hours,0.647,All
Our Lady's Hospital Navan,2023-09-01,% Within 9 Hours,0.809,All
Our Lady's Hospital Navan,2023-09-01,% Within 24 Hours,0.984,All
Our Lady's Hospital Navan,2023-09-01,# > 24 Hours,34,All
St. Luke's General Hospital Kilkenny,2022-01-01,% Within 6 Hours,0.849,All
St. Luke's General Hospital Kilkenny,2022-01-01,% Within 9 Hours,0.951,All
St. Luke's General Hospital Kilkenny,2022-01-01,% Within 24 Hours,1,All
St. Luke's General Hospital Kilkenny,2022-01-01,# > 24 Hours,1,All
St. Luke's General Hospital Kilkenny,2022-02-01,% Within 6 Hours,0.862,All
St. Luke's General Hospital Kilkenny,2022-02-01,% Within 9 Hours,0.955,All
St. Luke's General Hospital Kilkenny,2022-02-01,% Within 24 Hours,0.999,All
St. Luke's General Hospital Kilkenny,2022-02-01,# > 24 Hours,4,All
St. Luke's General Hospital Kilkenny,2022-03-01,% Within 6 Hours,0.843,All
St. Luke's General Hospital Kilkenny,2022-03-01,% Within 9 Hours,0.953,All
St. Luke's General Hospital Kilkenny,2022-03-01,% Within 24 Hours,1,All
St. Luke's General Hospital Kilkenny,2022-03-01,# > 24 Hours,1,All
St. Luke's General Hospital Kilkenny,2022-04-01,% Within 6 Hours,0.844,All
St. Luke's General Hospital Kilkenny,2022-04-01,% Within 9 Hours,0.941,All
St. Luke's General Hospital Kilkenny,2022-04-01,% Within 24 Hours,1,All
St. Luke's General Hospital Kilkenny,2022-04-01,# > 24 Hours,1,All
St. Luke's General Hospital Kilkenny,2022-05-01,% Within 6 Hours,0.822,All
St. Luke's General Hospital Kilkenny,2022-05-01,% Within 9 Hours,0.942,All
St. Luke's General Hospital Kilkenny,2022-05-01,% Within 24 Hours,1,All
